3 0 0  5  
0 0 5  1  
0 0 1 1 3  2
0 0 0 5  1 
0 0 5  1  
0 0 5  1  
0 5  2   
0 1 5  1  
0 3  5   
1 3 0  5  
0 0 5  1  
0 0 3  1  
0 0 5  1  
1 0 1 5  5 
0 0 5  1  
0 0 0 5  1 
0 0 0 5  1 
0 1 0 0 5  1
0 0 0 3  1 
0 0 1 3  5 
